13,5,3,32,3354,242437,245095,307.264 692 268 194.083 335 401 170.522 374 457 4.42074 351 482 125.87 777 242 ,Click2,2,5,5,249148,1
13,5,3,33,3479,249149,252643,156.159 747 507 164.978 419 203 332.392 378 386 4.2842 695 489 235.468 497 403 ,Click2,1,2,2,254523,1
13,5,3,33,3479,249149,252643,156.159 747 507 164.978 419 203 332.392 378 386 4.2842 695 489 235.468 497 403 ,Click2,2,3,3,256892,1
13,5,3,34,3627,256893,260941,15.2398 443 464 51.2025 359 368 201.993 543 458 13.633 646 404 332.037 446 321 ,Click2,1,1,1,263523,1
13,5,3,34,3627,256893,260941,15.2398 443 464 51.2025 359 368 201.993 543 458 13.633 646 404 332.037 446 321 ,Click2,2,5,5,264996,1
13,5,3,35,3713,264997,267303,6.05199 666 477 21.06 541 492 351.836 609 226 194.457 706 447 120.194 430 412 ,Click2,1,5,5,269158,1
13,5,3,35,3713,264997,267303,6.05199 666 477 21.06 541 492 351.836 609 226 194.457 706 447 120.194 430 412 ,Click2,2,2,2,270186,1
13,5,3,36,3773,270187,271777,221.935 656 434 228.603 507 401 359.152 758 196 202.584 589 479 11.3444 354 538 ,Click2,1,3,5,273612,0
13,5,3,36,3773,270187,271777,221.935 656 434 228.603 507 401 359.152 758 196 202.584 589 479 11.3444 354 538 ,Click2,2,1,1,275394,1
13,5,3,37,3848,275395,277392,212.317 487 335 232.884 411 231 177.951 616 225 219.987 418 385 2.06221 545 553 ,Click2,1,5,5,279091,1
13,5,3,37,3848,275395,277392,212.317 487 335 232.884 411 231 177.951 616 225 219.987 418 385 2.06221 545 553 ,Click2,2,2,2,280356,1
13,5,3,38,3961,280357,283496,354.61 367 214 110.28 551 438 227.114 492 468 9.43533 440 354 187.426 731 559 ,Click2,1,5,5,285037,1
13,5,3,38,3961,280357,283496,354.61 367 214 110.28 551 438 227.114 492 468 9.43533 440 354 187.426 731 559 ,Click2,2,3,3,286629,1
13,5,3,39,4107,286630,290598,138.731 570 247 126.6 470 299 16.195 319 367 246.786 679 313 189.456 351 495 ,Click2,1,1,1,292571,1
13,5,3,39,4107,286630,290598,138.731 570 247 126.6 470 299 16.195 319 367 246.786 679 313 189.456 351 495 ,Click2,2,5,5,295845,1
13,6,5,40,4165,300796,302358,154.272 436 317 168.732 361 401 189.17 672 552 144.377 597 280 339.78 337 441 ,ANGLE,2,361,401,101.268,133,304715,31.732
13,6,5,41,4234,304718,306614,157.234 278 410 2.6164 309 452 298.499 602 404 139.052 440 373 15.3879 550 504 ,ANGLE,3,602,404,-28.4995,-33,308684,4.50052
13,6,5,42,4322,308688,311172,18.2213 502 466 172.797 393 490 164.612 565 339 341.493 582 316 257.531 678 448 ,ANGLE,3,565,339,105.388,110,313587,4.61179
